,text,author,created_at,bio,generator,location,hashtags
31,"And, even the 0.0009% is not certain.

First all she had was her peepaw’s cheekbones because Aunt Bea said it at least 1K times. Then without sourcing she names 2 tribes: Cherokee &amp; Delaware. Thousands of miles apart. https://t.co/CFRvUNz2sY",SeattleSoaker,2020-01-17 23:36:46,Strongly believe there is more than enough of everything for all citizens of the world to enjoy a comfortable life.,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
32,@witchytwitchytv I think it's the high cheekbones and almond shaped eyes are common so those are my only guesses. Both of my parents are half Cherokee so it's pretty common to be called either Asian or Mexican where I live lol,fallencrowntv,2020-01-17 18:09:17,"Variety Streamer | Dog Mom 🐾

Let's be honest, we're only here for the memes 

Business Inquiries: fallencrown519@gmail.com","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
33,"I'm just saying a white woman who talks about her Cherokee cheekbones and DNA and ""pow wow chow"" probably has some anti-Semitic dirt on her these things all travel together",kamenism,2020-01-16 17:57:43,Pro China anti fascist anti imperialist anti white chauvinist anti mrazn pro k.k. slider account. (he/him) 🇨🇳☭,"{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
34,"@ambertamblyn @LukusBlack Other ""HER truth"" by #Pocahontas I am a Cherokee with high cheekbones and I was fired because I was visibly pregnant. #TheThingAboutWomenIs #ERANOW https://t.co/leL4wcIy5V",dmorgan175,2020-01-16 01:08:53,Lost an eye battling hippy leftists in the Resistance. #MAGA #Trump2020,"{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,['Pocahontas']
35,"@Cougar_9000 @morganisawizard Even the ""yes"" to having the DNA is disingenuous, it's 8 generation ago. She called herself a Cherokee when she is not a Cherokee and the best defense anyone can come up with to the charge that it is a lie is a mix of ignorance based on racism ""Well, Ma-ma had high cheekbones""",josh24601,2020-01-15 21:23:18,,"{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
36,"That is up there with being Cherokee because ""Papa had high cheekbones."" The woman is a fraud, serial liar and is not qualified to be a Senator, let alone Commander in Chief. https://t.co/Mm7M0BRRPg
Senator Warren says she’ll make a good Commander in Chief because she has visited troops and has military brothers.",Peacemakers1865,2020-01-15 18:00:57,"Interested in politics, history, psychology, statistics, improvement science & leadership. MAGA & Rule of Law. Follow and I follow, English only.","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
37,@riotwomennn @MMFlint Yeah! we all remember when Bernie compulsively lied for 30 years about being Cherokee and having ‘high cheekbones.’,kaleim88,2020-01-15 17:03:57,y'all know me,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
38,@Flynah @FatDrunkyStupid @okaybenji @jonny_is_good She did. She said her mother was Cherokee and Delaware and get parents had to elope because if it. She said she was Indian because of her cheekbones.,quidohmi_prsnl,2020-01-15 16:47:05,Quid. I draw. I write. I twete. I video game. Reconnecting EBCI. ᏣᎳᎩ ᎦᏬᏂᎯᏍᏗ ᎦᏕᎶᏆᎠ.,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
39,"@TheSEANGT @bansheebabe @JohnEby9 @AsteadWesley @daveweigel @ShaneGoldmacher There’s nuance to a white woman attacking Cherokee outreach after and while claiming kinship with the Cherokee Nation on the admitted basis of reductive stereotypes like “high cheekbones”? Goodness, your bigotry is really jumping out defending dismissal of Native voices.",PrairieFire2016,2020-01-15 02:20:33,,"{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
40,"I GUARANTEE you...@ewarren comforts the souls of liberal White &amp; Black folks who proudly announce that they too have a Cherokee grandmother...with high cheekbones...who dressed differently than everyone else...and was the model for @LandOLakesInc butter. https://t.co/DGVwl3LC2e
No candidates of color qualified for Tuesday’s #DemDebate https://t.co/JmXG7552VC",DavidShaneLowry,2020-01-15 02:00:25,anthropologist•✍🏽2📚: (1)@cryingjordan & (2)#Lumbee⚡️•@mit+@unc+@nsf+@seagrant•💍👉🏽Ali•I carry Henry Berry Lowrie’s DNA•Don’t let Twitter be our only convo,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
41,"Then there are multiple, and I do mean multiple videos about her lying, saying her Mother and Father had to elope because her mom was Cherokee/Delaware. The video of her saying she knew it was true of her being Native due to high cheekbones.",The_Acumen,2020-01-14 23:23:51,"Passionate about politics, non religious, southerner, nerd, book lover, quasi hippie, for equality, against assholes. Live and love your life, be happy.","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
42,"@Castro4Congress @ewarren She wont fight for the Cherokee, she'll only falsely claim ancestry and back that up with racist phrenology about Native American cheekbones.",dclark_74,2020-01-14 21:23:09,"Just living life, learning, chillin, and getting schwifty","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
43,"@kallllisti https://t.co/1yJSSYAgLj

""Warren has previously claimed to be Cherokee, and has perpetuated racist stereotypes to defend herself. “Quoting an aunt of hers, Warren said one of her relatives supposedly “had high cheekbones, like all of the Indians do,””",nad_madad,2020-01-14 02:24:09,#NotMeUs✊🏼 #Bernie2020🌹#WomenforBernie💁🏻‍♀️#GreenNewDeal🌍 #Medicare4All🏥 #BernieBeatsTrump #BernieLanguageJusticeTeam (Tweets Are My Own),"{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
44,"@Caesar63BC @TulsiGabbard They have a Cherokee Princess with high cheekbones, groovy dance moves and the DNA test to prove it.",PGee10,2020-01-13 16:17:01,Omniscient Prophet,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
45,@CBSNews And those high Cherokee cheekbones help...,harrygato,2020-01-12 14:51:02,"USMC Vet
Trekkie before it was mainstream
NRA","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
46,"@leftists4warren @brianpmangan @ewarren @BernieSanders Fuck you and your phony, grandstanding Hillary Ho candidate. Fake Cherokee but papaw had high cheekbones.",SchoutenBeck,2020-01-10 20:55:50,"#FreeJulianAssange
#FreeChelseaManning
#NoWarWithAnybody
#CutMilitaryBudgetToZero
#EpsteinLIVESinTelAviv
#ItHasAlwaysBeenClassWar
#PalestineSolidarity
#DemExit","{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
47,#tbt This some interesting literature ayee jigcutme ???.... hmmm this shit gone be good!!! Don't forget to highlight my #cheekbones I'm mixed with #cherokee #setlife #DerwinDavis and #Bibs https://t.co/UPjyq7TnEJ,iam_POOCHHALL,2020-01-09 19:05:46,"They told me to keep DREAMING Lol....So I DID!  From TheGame 2 Showtimes RAY DONOVAN
instagram: @IamPoochhall facebook:officialpoochhall","{'link': 'http://instagram.com', 'name': 'Instagram'}",,['tbt']
48,"Consider all Black people told they had 'good' hair because they had Cherokee ancestry. An impossibility given that most enslaved Black people didn't live near tribal areas.

The claims were made to hide the shame of sexual exploitation by slaveowners. 
https://t.co/rbJe6ShKLb",dropoutnation,2020-01-06 19:43:35,"Father, Husband, and Editor of Dropout Nation. Chronicling education reform and America's dropout crisis. http://dropoutnation.net","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
49,"Its a weighting system for state rights and not technically how a president is elected. Those high Cherokee cheekbones must crowd her head a bit. https://t.co/6gC4LRmjqH
Elizabeth Warren vows to be the last president elected by the Electoral College 

https://t.co/QxASGXyjeK",AntoneCafe,2020-01-05 02:37:10,"Yeshua’s Disciple-CEO MX Corporation:Engineering, Physics, LandDev, Geology, Astrophysics & Prophecy. Not looking4ROMANCE","{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
50,"@mjbarbera1138 @niccjagger I’m 1/1024 Cherokee and I like pow wow chow. I have high cheekbones and despise the white man and his blankets full of disease. I didn’t land on Plymouth Rock, Plymouth Rock landed on me. If it don’t fit you must acquit. Resist we much we must and we will much be committed.",DiPunchy,2020-01-04 15:53:35,"Army vet, America First, I stand for the Anthem. Support our Troops, Respect our Veterans, Honor our Fallen. Stand with our first responders.","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
51,"I have Cherokee bone structure with pale skin and red hair, I dye it purple now, but strangers aren’t asked if i was Cherokee, and  would be amazed and kinda creeped out.  They told me it was my facial bone structure. Cheekbones for DAAAAAAYS https://t.co/9LMUTKNwDb",Heatherondo,2020-01-01 19:46:26,"Free Spirit, 👸🏼of TMI, Chronic Illness, Writer,🎶poster,❤️ Horror genre, movies, 🖤 Moody Bitch😜🦄 Unfiltered, 20+ years on the internet and i still typo","{'link': 'http://twitter.com/#!/download/ipad', 'name': 'Twitter for iPad'}",,[]
52,"@OzenRhoda @MckibbenKat @BrendaBalazs @Claudiaxdo @LindaSartorelli @eddsmitty @doxie53 @Roseymelhill @taryngracia1 @maxedge051 @HarleyDad731 @michelle_spenc @RosannaPhillip @RENEEWEATHERS2 @blueheartedly @sergeivote @sawmcdargh @Gr3Te4rights @Ziggie_zaggie @IamMultiversal @LSD122070 @ArtRhymes @andthenthree @D_resists @kodiak149 @KathJohnsonArt @Samiknowsbest1 @CarlyJA22 @gr8fulchik @rollbarann @RhymesRadical @drwineau @raynadragon @GulliAz @4a_of @RadarResist @reallyDonB @NAudrey_ST @DeniseDarrer @allanjohnsonmn1 @BCOOL333 @bamableu @BLUE_W0LVERINE @oregon_resister @ConnieG1025 @PetraMcCarron2 @BroxtonSpring @ResistsPotus @KenobiCheated @SARA2001NOOR Agreed! My son has Cherokee in him. I wish I had a picture, his facial features are so Native American. He has beautiful dark eyes (and long full eye lashes) and the high, pronounced cheekbones. Not to mention the thick black hair both my kids were born with &amp; still have! ❤️🥰💕",Kraven_Raven24,2019-12-29 20:22:05,#wtp2020 #Adopt #DACA #CyberActivist #LegalizePot #Atheist #AntiNRA #LGBTQAlly #CPTSD #Feminist #MeToo #ProChoice #FvckTrump #CRPS #FreeTheFlower #ClimateChange,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
53,"@ErikMCarson @RedpillRocky @beercommie @small4lyfe @iTweetyNerd @JonWill42029132 @Jeannie5554 @realDonaldTrump And in her defense, a lot of people raised in Oklahoma were told they were part Cherokee.  My grandma said I probably was because I have high cheekbones.  I was asked by a Navajo woman what tribe I was from.
Warren made a mistake.
Trump is a f*ck up every day.",BettyRu20892524,2019-12-29 01:08:30,"Dump Trump!
BS in physical anthropology and biology.  Love archaeology hence the nickname. Backpacked from London to Cape Town.
Lived in Sudan.","{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
54,"✴️Warren's Campaign✴️
(Sung to Indian Outlaw)Tim McGraw
I'm an Indian outlaw
1024th Cherokee and Kiowa
My baby he's from Chippewa
And I'm one of a kind
All my friends call me Cole Slaw 
I get my cheekbones from my paw-paw
Gets his orders from/maw maw
She makes him walk the line",epkman,2019-12-15 02:46:48,"#WWG1WGA, #MAGA, #WWG1WGAWORLDWIDE #MAGABABY.#protectthekids, #AWEPACT Go Gators ΑΩΣΚϡϡϡ","{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
55,"@DarrenDegaetano @chrisfarley71 @MikeMiss975 @TimPhi80 So Darren make sure you read about Ms. Warren. Her Grandfather had “high cheek bones.” This is why she identified as Cherokee, and used it for her own gain.  In lefty world this should alone disqualify her for President. https://t.co/li66jiFuC2",jmdavis1977,2019-12-09 13:02:22,,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
56,@Bookwormroom @JoeSilverman7 But she's still got really high cheekbones and how about some Oklahoma Cherokee clam dip?,BarbMorgenroth,2019-12-07 15:29:30,🍒,"{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
57,"@ZaneGrey12 @allinwithchris @CoryBooker What about the blue-eyed blonde Cherokee with ""cheekbones"" and the LGBTQ place-holder?",AmyBoon17575471,2019-12-04 08:34:41,"Twatter vapourised 1st Me. Now:""DEBOOSTED,""etc. My Pronouns: 'Fake""Liberal""Psy-Op'. Happily married=NO DMs FreeSpeechFreeThought. 2+2 does not & will never=5","{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
58,"@allinwithchris @CoryBooker What about the blue-eyed blonde Cherokee with ""cheekbones"" and the LGBTQ place-holder?",AmyBoon17575471,2019-12-04 08:34:16,"Twatter vapourised 1st Me. Now:""DEBOOSTED,""etc. My Pronouns: 'Fake""Liberal""Psy-Op'. Happily married=NO DMs FreeSpeechFreeThought. 2+2 does not & will never=5","{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
59,"@InindyMike @rduforpete @allinwithchris @CoryBooker What about the blue-eyed blonde Cherokee with ""cheekbones"" and the LGBTQ place-holder?",AmyBoon17575471,2019-12-04 08:34:00,"Twatter vapourised 1st Me. Now:""DEBOOSTED,""etc. My Pronouns: 'Fake""Liberal""Psy-Op'. Happily married=NO DMs FreeSpeechFreeThought. 2+2 does not & will never=5","{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
60,@ewarren Pocahontas you’re as wrong about this as you are your high cheekbones and Cherokee ancestry,jtoddhughes,2019-11-30 03:35:36,just looking around,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
61,@ChrisLoesch I wondered if Dana was part Native American Indian. She is so beautiful with the classic cheekbones and jet-black hair. My wife is part Cherokee and has similarities. So lovely!!,jojo_liberty,2019-11-29 23:06:16,"Dad. Husband. Air Traffic Controller. Lacrosse Coach.
Lover of Liberty and Conservatism","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
62,"Me: I’m mainly Cherokee and Algonquin.
Most people: but your skin is white.
My roommate: ITS THE CHEEKBONES",mk_kitten23,2019-11-29 11:14:06,“you’re just as sane as i am”.,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
63,I am a Cherokee Indian decendant! A few of my physical traits like my dark almond shaped eyes and high cheekbones attest to this but most importantly some of my character traits show my spirit connection to my… https://t.co/OxW2O7kmEV,zechariahssong,2019-11-28 04:31:57,"Singer turned wife, stepmom, youth pastor, pta president, web designer, manager, artist, and so much more - so the band turned into a family ministry!","{'link': 'http://instagram.com', 'name': 'Instagram'}",,[]
64,"@madsmaru When Warren says she “loves markets,” that she’s “a capitalist to their bones,” and that billionaires have every right to exist—don’t listen to her. Listen to the voice inside your head that says, “with cheekbones that Cherokee-esque, there’s no way she don’t mean business.”",MendacityStalkr,2019-11-24 19:52:59,I am Mendacity Stalker. Obtain achievement points based on your mendacity.,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
